Instance,Best dual bound,Best primal bound,Gap (%)
10-150-180-20-2,725725880,773739614,6.20541240634992
10-150-180-20-3,795110621,878893071,9.532723918812191
10-150-180-30-1,448231208,463815050,3.3599259014988836
10-150-180-30-2,640047728,693544608,7.713545658479115
10-150-180-30-3,468570260,541298386,13.43586603637129
10-150-180-40-1,667488414,687780376,2.9503548964299076
10-150-180-40-2,660308810,728680096,9.382894685241961
10-150-180-40-3,580794053,663123851,12.41544816640896
10-150-180-50-1,737100675,763939094,3.513162136980519
10-150-180-50-2,489080198,548338421,10.806870489201048
10-150-180-50-3,690891761,799820218,13.619117715276364
